h	size	length	basicity_avg	hydrophobicity_avg	helicity_avg	mutation stability_avg	basicity_var	hydrophobicity_var	helicity_var	mutation stability_var	pgen_avg	pgen_var
0.16400926824198936	32	11	210.76826923076922	0.07189903846153844	1.0720673076923075	21.92548076923077	1.9270271044092626	0.10343470068238213	0.0005614979003626658	2.0669915537316284	3.736845185077683e-08	2.4897121864494597e-15
0.1253490185057165	10	13	209.26533333333333	-0.9412666666666667	1.0442	19.186666666666667	0.7300128395061731	0.12670868641975308	0.0004797086419753079	0.5746172839506168	3.974605173577031e-09	1.0309959409865662e-17
0.08333333333333333	2	12	207.94642857142856	-0.1325	1.1217857142857142	20.392857142857142	0.07716836734694277	0.06000637755102043	3.0867346938776686e-05	1.125	1.6338683124642944e-07	1.670971459492195e-14
0.14524152446628738	15	11	209.54871794871795	-0.2313846153846154	1.0655384615384615	18.8	0.21045364891519272	0.07293974640743874	0.0006372950126796272	0.9093829247675401	2.1446544573747938e-07	8.638849322708458e-14
0.08913540989010693	3	13	208.73777777777775	-0.18000000000000002	1.1046666666666667	18.51111111111111	0.028992592592599162	0.01578711111111113	6.533333333333182e-05	0.36592592592592776	5.917418137869799e-09	3.853180075457455e-17
0.1373216523078452	246	11	210.18914946841775	-0.14854283927454662	1.0661163227016883	19.8505315822389	1.6066758924091957	0.13878258000732405	0.0006716324468884077	2.774814714455561	1.5833091745611184e-07	5.352450663512369e-14
0.13268834166387217	116	13	209.27229885057466	-0.9593850574712642	1.0491896551724138	18.830459770114945	0.6849728335832144	0.059771309378643965	0.00037937627852740487	1.3179047143095113	3.306603508778523e-08	2.539911647009409e-15
0.13508237292143804	236	11	209.61307040417208	0.08887874837027376	1.0747033898305085	22.446219035202088	0.8619351982451339	0.14294151976903224	0.0005783656326751852	2.092147547035338	1.2528645397440704e-07	3.909545568319643e-14
0.12418920267532099	9	13	209.58962962962957	-0.6092592592592594	1.058074074074074	21.607407407407408	0.5663123456790206	0.06464904938271607	4.382716049382813e-05	1.113827160493827	1.6743783364269644e-08	4.602533615448188e-16
0.15688053967004997	185	10	210.67256756756754	-0.31454054054054054	1.0385585585585586	20.372522522522523	1.4810493047395308	0.16749156764101047	0.0006002584785872784	2.172557611959788	1.7600869435817042e-07	5.988671338292033e-14
0.08276859489795643	3	14	209.58541666666667	-0.10687500000000005	1.0716666666666665	20.729166666666668	0.027747395833328442	0.012031640624999992	1.1848958333332828e-05	0.399739583333334	2.132503726761328e-09	1.1274338025953762e-18
0.1334506401499388	255	12	209.71571428571426	-0.7064789915966386	1.0475854341736697	19.159383753501398	0.8962716535433074	0.13658416906920254	0.0006194401855230277	1.5576761413226707	8.921061617050078e-08	1.8623205767769564e-14
0.12255670266557095	80	13	209.8688333333333	-0.7712583333333333	1.0430166666666667	19.355	0.8191086075949391	0.07343461033755275	0.00038234571026722836	0.9315077355836849	5.06863976214712e-08	6.865707877040738e-15
0.1298530279332613	142	13	209.86882629107978	-0.5280845070422535	1.0504225352112675	20.27699530516432	0.4682462091699036	0.12750201329648495	0.0006239841063718794	1.3844788510416346	5.319241184311339e-08	8.572866062519915e-15
0.10086754803531792	4	13	209.08666666666662	-0.7023333333333331	1.048	20.9	0.3814814814814686	0.026188000000000003	0.0006687407407407359	0.32740740740740876	3.091010947371043e-08	5.230841368497822e-16
0.09615384615384616	4	13	212.31999999999996	-0.2968333333333333	1.0511666666666666	17.5	1.1761481481481308	0.020004851851851833	0.00010677777777777586	1.0444444444444467	4.670210623195876e-09	1.1144111059804349e-18
0.0963032551857972	4	12	212.4660714285714	-0.4298214285714285	1.0185714285714287	19.375	0.30225765306123026	0.06386373299319723	0.001135374149659867	0.24277210884353748	4.7778297214405286e-08	3.9344546074266323e-16
0.1318912662368129	69	13	210.43265700483087	-0.5953913043478261	1.0361062801932366	19.905314009661836	1.0415596665719435	0.08806552600170502	0.00037587742729942186	1.1309027185753517	5.20774619117514e-08	8.912198307084462e-15
0.08333333333333333	2	12	210.02499999999998	0.10249999999999998	1.097142857142857	20.42857142857143	1.1143112244897813	0.14929209183673472	3.673469387755e-05	3.6836734693877435	3.4655731641000706e-08	1.4644593653012345e-15
0.12129902367049317	76	13	209.0641228070175	-0.9780263157894736	1.0524122807017544	18.880701754385967	0.6858512202729095	0.07375298892787518	0.0002540914619883041	0.8549115009746596	1.7679317375957007e-08	5.735713362992323e-16
0.10534184805194456	3	11	210.56153846153845	-0.3210256410256411	1.041025641025641	18.17948717948718	0.016508875739642968	0.21760493096646946	0.00020848126232742053	5.04339250493096	7.348389315625263e-09	2.9266362113427e-17
0.11745839839977026	21	11	210.47838827838825	-0.3675091575091575	1.0353846153846153	18.893772893772894	0.48965455057763296	0.08807585235277543	0.0004026627218934885	0.8257255564947859	2.976772399046115e-07	7.377657445952628e-14
0.0963032551857972	4	12	209.91071428571428	-0.812142857142857	1.0316071428571427	20.30357142857143	1.1945748299319894	0.06817857142857141	0.00013039965986394794	3.0012755102040827	2.785110898345726e-07	5.990882497649814e-14
0.1326734057154382	28	13	208.90595238095233	-0.6496190476190477	1.0742857142857143	20.738095238095237	0.6309904174015196	0.1075434873603762	0.00021018694885361667	1.6381657848324511	3.993852577291583e-08	3.4039195447683533e-15
0.15433405371461636	42	12	208.68826530612245	-0.17659863945578236	1.082074829931973	22.352040816326532	0.4979288736400465	0.1349061177084074	0.0004111201972078025	1.5374297802744787	1.748865428585543e-08	4.136124849720902e-16
0.1339024697281943	177	12	209.5075464083938	-0.002570621468926589	1.0801291364003227	22.173123486682808	1.1268313529186853	0.10179971161808331	0.0004206001121558027	1.862106340995564	5.9133739490398934e-08	7.706839216252389e-15
0.10815603285596997	16	14	208.45468749999998	-0.5952734375000001	1.0885156249999999	19.39453125	0.7510026041666578	0.0350986962890625	9.405598958333258e-05	0.32172851562499966	1.8129147146105292e-08	2.6350078252824314e-16
0.1502340121351072	172	12	210.2568936877076	-0.6864784053156145	1.0469019933554817	20.291943521594686	1.9302881581028963	0.1273725956641326	0.0005915098515946557	1.4092281853581896	4.090838465625427e-08	2.7460061777915245e-15
0.13704223213974612	64	13	209.91416666666666	-0.5789895833333334	1.0547395833333333	20.684375	0.6595788359788299	0.12227335438712515	0.0004678252865961188	0.8917449294532627	2.67035383429847e-08	1.2174457583184332e-15
0.1014097655573916	4	12	210.79999999999995	-0.4530357142857142	1.0539285714285713	20.75	0.042891156462581036	0.06595216836734692	0.00017227891156462467	0.5255102040816328	3.615740577842194e-09	1.2893412394396678e-17
0.1289603334320125	7	11	212.2296703296703	-1.7379120879120877	0.9796703296703297	17.296703296703296	1.470205691744149	0.016230318399549144	0.0003733446041138362	0.4130741053817999	1.8183945166658715e-07	2.988274781089795e-14
0.13361305814752897	22	13	210.380909090909	-0.8714848484848485	1.051212121212121	19.393939393939394	2.9461430495430236	0.10934395478595475	0.00019820683020683102	1.3688504088504097	6.824168074757303e-08	1.4161286744716601e-14
0.17811476113205135	143	9	210.22733630006357	0.06394151303242211	1.0607628734901462	21.743165924984105	1.6287632365306746	0.20454554701496835	0.000765168785352697	4.090480117019518	2.4947917899621934e-07	1.0784131452342282e-13
0.1419642897618059	39	12	209.9782051282051	-0.4427289377289378	1.054065934065934	20.932234432234434	0.711796317717359	0.11509787518246169	0.0004420288358258298	0.9143256492880564	8.52207304480714e-08	1.806827312331803e-14
