h	size	length	basicity_avg	hydrophobicity_avg	helicity_avg	mutation stability_avg	basicity_var	hydrophobicity_var	helicity_var	mutation stability_var	pgen_avg	pgen_var
0.10946485968645935	15	13	209.13244444444442	-0.7296444444444444	1.060311111111111	19.137777777777778	0.41459597883598154	0.05202011851851852	0.0001671026455026436	0.43331216931216865	6.952817896755016e-09	3.441341335532373e-17
0.07142857142857142	2	14	213.95937499999997	-0.62375	0.9943749999999999	19.09375	0.09298828124999632	0.03990312499999999	0.00034453124999999697	0.048828125	1.2525332178851802e-13	3.122301213069195e-26
0.07692307692307693	2	13	208.40333333333328	-0.8076666666666663	1.0653333333333332	20.833333333333336	0.3041999999999787	0.005760222222222217	0.0007475555555555583	0.10888888888888729	4.525560514590469e-09	1.2943889624225203e-17
0.13584318750295543	189	11	210.37309727309727	-0.08606430606430605	1.0683842083842083	19.56125356125356	1.3490253206210574	0.12730938385733806	0.0005581426726271202	1.7447880966702587	2.1423512202272966e-07	9.769091494309871e-14
0.1500123436770308	146	13	209.6749771689497	-0.6663744292237443	1.0557214611872145	20.208219178082192	1.176936436256748	0.10164499600062983	0.00048428356689235517	1.8149817876449916	3.1738527829753854e-08	4.7857674037868125e-15
0.07692307692307693	2	13	208.66999999999996	-0.15166666666666667	1.109	18.733333333333334	0.030422222222233487	0.026757555555555586	1.79999999999987e-05	0.4355555555555574	2.6595852131510865e-09	1.3382749316861436e-17
0.11858195738188881	33	12	209.09740259740255	-0.26984848484848484	1.0924458874458873	19.218614718614717	1.3891193181818322	0.07592747951453305	0.000374458874458875	0.9594832251082247	1.1531603983338024e-07	1.48904505958132e-14
	199	11	209.59614924439043	0.10398379258932021	1.079611657187034	22.216038986139488	1.0004442892737464	0.13325028432335326	0.00048431257896820534	1.6626514491975033	1.4902063160864583e-07	4.440143793829859e-14
0.13257889099120862	162	13	209.2797530864197	-0.941843621399177	1.0506913580246915	18.886419753086418	0.8550265777164199	0.06989959720198688	0.00028578544590138866	1.1155770263016642	3.107433393223667e-08	2.5854598522845527e-15
0.09090909090909091	2	11	209.9461538461538	0.1873076923076923	1.0538461538461537	23.576923076923077	0.004260355029587736	0.02680502958579881	0.00017041420118343116	0.026627218934911875	2.4528070888545505e-09	1.4822906167767284e-18
0.09090909090909091	2	11	208.4307692307692	-0.5819230769230769	1.0923076923076924	21.692307692307693	0.2396449704141921	0.014712721893491137	1.0650887573963294e-05	0.7573964497041388	7.846010726435835e-09	5.071999491215489e-18
0.1363262696278214	35	13	210.42171428571427	-0.5194285714285715	1.0469142857142857	20.59047619047619	1.3468427264239011	0.09573250046685342	0.0005655447245564875	1.5242203548085864	8.073004796003045e-08	2.153280079784371e-14
0.1346700951735129	161	13	209.78269151138713	-0.5364099378881987	1.0537391304347825	20.191718426501037	0.5993890993788884	0.1413019725672878	0.0004462176328502439	1.3196532091097295	3.904869468784035e-08	3.569030074875474e-15
0.13274828271511482	8	11	210.37788461538463	-0.21865384615384614	1.0566346153846153	18.923076923076923	0.13077662721892894	0.042776796280642425	0.00017530642434488613	0.7540152155536771	6.061145434321684e-08	8.846114902001165e-15
0.07692307692307693	2	13	212.09999999999997	-0.2119999999999999	1.0426666666666666	19.0	0.047022222222223846	0.12566755555555548	0.00022755555555555281	1.2800000000000022	4.667052935662944e-08	3.2062487927040723e-16
0.12051249151268333	6	12	209.07976190476188	-0.8132142857142856	1.069047619047619	19.761904761904763	1.0203554421768857	0.0927554591836734	0.00045360544217686743	0.6911564625850356	7.219955263051867e-08	7.620587850386703e-15
0.11537849339190902	5	12	209.77714285714282	-1.1139999999999999	1.000857142857143	19.614285714285714	0.11957653061224034	0.02655244897959183	0.0010072448979591814	0.5117346938775507	2.0714917704107576e-07	3.1156901904906054e-14
0.08333333333333333	2	12	209.76071428571424	0.10571428571428566	1.0571428571428574	23.107142857142858	0.16737244897958808	0.15203673469387755	4.999999999999898e-05	0.7372448979591849	7.082937585265114e-11	6.417378630557582e-23
0.08333333333333333	2	12	209.7035714285714	-0.45214285714285707	1.0514285714285714	20.035714285714285	0.0828826530612192	0.16082551020408156	0.0012499999999999911	0.022959183673469604	2.784821270723239e-08	4.938310158976941e-18
0.1392030456788993	93	12	210.28886328725036	-0.18662826420890935	1.0647158218125958	19.60983102918587	0.7550992262262556	0.09321187184551237	0.000340695871616528	1.0848002595147466	3.6283154389675354e-08	2.211310556292287e-15
0.11733992139206666	7	13	209.84190476190474	-1.2225714285714289	1.0274285714285714	19.96190476190476	0.29750687830687905	0.01575517460317462	0.00010984126984127124	1.2531216931216929	6.237857371016595e-09	6.679533065838884e-17
	223	11	210.88323272392776	-0.365067264573991	1.0374301483270094	19.97145567437047	1.4542220539821118	0.12112664333078264	0.0005106831351743392	1.7828470585240164	1.0459440780501168e-07	3.6462174978816765e-14
0.1352028480263424	233	12	209.70453709380743	-0.7208031882280809	1.0487155119558553	19.34855916615573	1.0156971304135018	0.12244880231913692	0.0005794676269205309	1.9227356437617193	9.946376051223886e-08	2.6114992389977162e-14
0.1541062600287518	43	13	209.0731782945736	0.017829457364341012	1.093643410852713	22.209302325581394	0.7296200812107803	0.06540442524916941	0.000272959763750462	1.3074246339362618	2.8745166457508515e-08	3.2830311578001685e-15
0.13566402415193746	24	13	208.75111111111107	-0.7511666666666666	1.0671111111111113	19.20277777777778	0.3949745571658695	0.051654850241545834	0.0002753880837359121	0.5547745571658619	3.4857910879756375e-09	1.918199166866422e-17
0.08913540989010693	3	13	209.57999999999993	-0.5875555555555557	1.0566666666666666	21.57777777777778	0.19453333333335	0.006241037037037057	0.00011200000000000019	0.3570370370370387	3.198731851998567e-08	7.273329305473623e-16
0.07692307692307693	3	13	209.71333333333328	-0.6308888888888888	1.033111111111111	19.42222222222222	0.02773333333333291	0.13398059259259257	0.0007574814814814813	0.6459259259259222	1.2417524690402518e-08	7.421630768313814e-17
0.09090909090909091	2	11	211.3884615384615	-1.571153846153846	0.9973076923076925	17.307692307692307	0.015650887573959042	0.06619201183431947	0.00040502958579881874	0.10650887573964503	3.573375071206246e-07	5.721310317884319e-14
0.09090909090909091	2	11	211.1730769230769	-1.3050000000000002	1.0196153846153846	21.807692307692307	0.14085798816567666	0.1926772189349114	5.0000000000002306e-05	0.14497041420118145	2.65040529190174e-08	9.52454857952678e-16
0.08333333333333333	2	12	209.47142857142853	-0.4503571428571428	1.0828571428571427	21.17857142857143	0.0036734693877553803	0.023112499999999894	0.0001469387755102057	0.022959183673468463	7.745441113949962e-09	1.2527281871206052e-17
